"ISONum","SH_LGR_ACSRHES1","SH_LGR_ACSRHES1_Year","SH_LGR_ACSRHES2","SH_LGR_ACSRHES2_Year","SH_LGR_ACSRHES3","SH_LGR_ACSRHES3_Year","SH_LGR_ACSRHES4","SH_LGR_ACSRHES4_Year","CollectData","ProviderDisc","HIVKnow_w_1524","HIVKnow_w_Year","HIVKnow_m_1524","HIVKnow_m_Year","knows_ltm_stm_w","knows_ltm_stm_w_Year","knows_ltm_stm_m","knows_ltm_stm_m_Year","fert_know_w","fert_know_w_Year","fert_know_m","fert_know_m_Year","DS_1524","DS_Year","HIV","HIV_Year","ASFR15","ASFR15_Year","SH_STA_MORT","SH_STA_MORT_Year","UpperSec_Both","UpperSec_Female","UpperSec_Male","UpperSec_Year","Res_Civil","Res_Civil_Year","SP_DYN_MRBF18","SP_DYN_MRBF18_Year","violence_w_1524","Violence_Year","Educ_GDP","Educ_GDP_Year","SE.SEC.ENRR","SE.SEC.ENRR_Year","gwp1_n_5","gwp1_n_5_Year","gwp2_n_5","gwp2_n_5_Year","SL_CPA_YEMP","SL_CPA_YEMP_Label","SL_CPA_YEMP_Year","account_t_d_5","account_t_d_5_Year","account_t_d_6","account_t_d_6_Year","SL_TLF_NEET_Both","SL_TLF_NEET_Year","BetterOff","BetterOff_Year","WorkPov","WorkPov_Year","YouthPolicy","YouthPolicy_Num","YouthPolicy_Year","Vote_National","Vote_National_Year","active_member","active_member_Year","Parliament30","Parliament30_Year","INFORM","INFORM_Year","pol_part","pol_part_Year","humanrights","humanrights_Year","Displacement","Displacement_Year","InterViolence","InterViolence_Year","SelfHarm","SelfHarm_Year"
462,"29",2019,"0",2019,"81",2019,"75",2019,,,29.3,2016,26.4,2016,0.837740996211384,2016,0.619675210563291,2016,0.167324146188083,2016,0.12214062618831,2016,15.7,2016,,,7.8100088,"2015-2020",53,2017,"39.65343","45.66434","32.56027","2017",,,"2.2",2017,18.6,2016,4.12159013748169,2019,81.3268737792969,2019,,,,,,,,,,,,"23.5",2016,,,0.11,2019,"Yes",1,2021,,,,,3.45,2020,2.3,2021,,,,,0.000149249276141011,"2020",1.77938219465213,2019,2.35339985706686,2019
466,"88",2019,"93",2019,"0",2019,"100",2019,"57.264957264957268","25.252525252525253",15.6,2018,16.2,2018,0.849303475282706,2018,0.743691565159012,2018,0.238409661290687,2018,0.132857805385233,2018,41.8,2018,,,169.12704068,"2015-2020",562,2017,"16.46989","12.50827","20.89811","2015",0.289,2019,"53.7",2018,40.3,2018,3.43867993354797,2019,41.0272789001465,2018,70.78781,2017,25.24343,2017,,,,35.88444,2017,34.93302,2017,"26.7",2018,,,46.45,2019,"No",0,2021,,,,,,,7,2021,,,,,0.00847914184184476,"2020",9.74654459849927,2019,2.71737305352864,2019
470,"69",2019,"100",2019,"100",2019,"100",2019,,,,,,,,,,,,,,,,,,,12.878987,"2015-2020",6,2017,"75.12","77.04","73.2","2014",0.263,2019,,,,,4.65162992477417,2017,108.029182434082,2019,99.80916,2017,99.19335,2017,"3","The country has operationalized a national strategy for youth employment",2020,98.70448,2017,96.6857,2017,"8.0",2019,,,,,"Yes",1,2021,,,,,5.97,2020,1.9,2021,,,,,0,"2020",1.00223205353056,2019,2.87254614029388,2019
478,"27",2019,"100",2019,"0",2019,"100",2019,"29.629629629629626","41.880341880341881",,,,,,,,,,,,,9.2,2000,,,71.0489766,"2015-2020",766,2017,"24.16212","20.29605","29.68102","2015",0.522,2019,"37.0",2015,,,1.88659000396729,2020,39.4089698791504,2019,62.83156,2017,31.80832,2017,,,,16.94113,2017,29.01886,2017,"35.5",2017,,,5.5,2019,"Unclear",,2021,,,,,,,5.6,2021,,,,,0.012573261030858,"2020",3.87136128751445,2019,1.73501620871183,2019
480,"84",2019,"70",2019,"0",2019,"100",2019,,,,,,,,,,,,,,,,,0.66,2019,25.73498663,"2015-2020",61,2017,,,,,0.407,2019,,,,,4.60799980163574,2020,97.1211013793945,2019,93.46696,2017,88.92791,2017,"1","The country is in the process of developing a national strategy for youth employment",2020,85.95452,2017,90.7129,2017,"18.1",2019,,,0.07,2019,"Yes",1,2021,,,,,,,2,2021,,,,,0.0000470424416908935,"2020",1.55630340572171,2019,8.69678067952321,2019
499,"81",2019,"37",2019,"0",2019,"59",2019,,,,,,,,,,,,,,,,,0.07,2019,9.31301694,"2015-2020",6,2017,"83.99847","85.65601","82.44676","2013",0.137,2019,"5.8",2018,,,,,90.396858215332,2020,96.87673,2017,95.93821,2017,"3","The country has operationalized a national strategy for youth employment",2020,59.67361,2017,75.49738,2017,"17.3",2019,,,0.1,2019,"Unclear",,2021,,,,,4.94,2020,2.3,2021,,,,,0.00101770380578819,"2020",1.96704526511133,2019,6.33079540175126,2019
508,"79",2019,"100",2019,"100",2019,"100",2019,"61.574074074074076","38.888888888888886",30.8,2015,30.2,2015,0.371180556164903,2011,0.486689529716352,2011,0.0231878439583864,2011,0.0383318807290531,2011,53.7,2015,8.73,2019,148.626036,"2015-2020",289,2017,"6.7298","5.19429","8.63433","2011",0.329,2019,"52.9",2015,20.9,2015,6.22999000549316,2019,35.4067192077637,2017,56.48237,2017,17.88115,2017,,,,45.72418,2017,37.01719,2017,,,,,59.07,2019,"Yes",1,2021,,,,,1.2,2020,7.3,2021,,,,,0.000066746806602988,"2020",6.61462373670001,2019,4.60150119999156,2019
104,"67",2019,"100",2019,"100",2019,"75",2019,"38.888888888888886","37.962962962962962",16.2,2016,17.8,2016,0.807434681631344,2015,0.659177851670719,2015,0.0348185714096309,2015,0.0264841589270611,2015,79.4,2016,0.56,2019,28.5089826,"2015-2020",250,2017,"16.53339","19.59041","13.08273","2016",0.549,2019,"16.0",2015,15.3,2016,1.97421002388,2019,68.4368209838867,2018,80.56273,2017,53.66351,2017,"1","The country is in the process of developing a national strategy for youth employment",2020,18.60768,2017,31.02779,2017,"14.9",2019,0.52970297029703,2020,1.37,2019,"No",0,2021,0.133663366336634,2020,0.321782178217822,2020,0.23,2020,6.3,2021,0.0742574257425743,2020,0.767326732673267,2020,0.0312004083491752,"2020",1.46903145420457,2019,3.19552326598343,2019
516,"88",2019,"100",2019,"100",2019,"100",2019,"68.148148148148152","33.333333333333329",61.6,2013,60.6,2013,0.707494918899715,2013,0.687671311659301,2013,0.157795878295401,2013,0.0913037788784766,2013,77.1,2013,4.4,2019,63.626970694,"2015-2020",195,2017,"36.61345","38.43147","34.6863","2013",0.351,2019,"6.9",2013,35.2,2013,9.40958976745605,2020,,,83.79292,2017,59.34377,2017,"2","The country has developed and adopted a national strategy for youth employment",2020,80.38162,2017,80.95807,2017,"31.8",2018,,,13.75,2019,"Yes",1,2021,,,,,,,3.9,2021,,,,,0,"2020",17.0924292757096,2019,6.74557222171912,2019
524,"82",2019,"67",2019,"0",2019,"25",2019,"70.370370370370367","16.993464052287578",20.7,2016,27.1,2016,0.979898040546318,2016,0.946632170975234,2016,0.255638608538938,2016,0.21739153987524,2016,33.7,2016,0.02,2019,65.12099044,"2015-2020",186,2017,"6.8714","4.19913","10.9582","2007",0.402,2019,"32.8",2019,14.7,2016,4.43445014953613,2018,85.5214920043945,2020,75.65612,2017,39.08662,2017,,,,41.96429,2017,51.52944,2017,"35.4",2017,,,4.36,2019,"Yes",1,2021,,,,,0,2020,5,2021,,,,,0.00000353591015959466,"2020",1.85042940865301,2019,10.1349665707744,2019
528,"94",2019,"100",2019,"100",2019,"100",2019,,,,,,,,,,,,,,,,,0.03,2019,3.7879872,"2015-2020",5,2017,"79.07","88.6","69.7","2014",0.211,2019,,,,,5.35764980316162,2018,134.358734130859,2019,100,2017,100,2017,"3","The country has operationalized a national strategy for youth employment",2020,100,2017,100,2017,"4.3",2019,,,,,"Yes",1,2021,0.869158878504673,2012,0.045045045045045,2012,2,2020,1.4,2021,0.381818181818182,2012,0.715596330275229,2012,0,"2020",0.617878678134351,2019,4.21590443900057,2019
554,"81",2019,"100",2019,"100",2019,"100",2019,,,,,,,,,,,,,,,,,0.02,2019,19.26999,"2015-2020",9,2017,,,,,0.22,2019,,,,,6.04850006103516,2018,123.144180297852,2019,97.17841,2017,97.13882,2017,"2","The country has developed and adopted a national strategy for youth employment",2020,97.90127,2017,99.75715,2017,"11.6",2019,0.514285714285714,2020,,,"Yes",1,2021,0.914285714285714,2020,0.285714285714286,2020,1.67,2020,1.6,2021,0.714285714285714,2020,0.774193548387097,2020,0,"2020",1.18616968735719,2019,11.4040933891066,2019
586,"61",2019,"100",2019,"0",2019,"75",2019,"36.666666666666664","63.247863247863251",1.8,2017,5.9,2017,0.834459773975146,2017,0.717081997263131,2017,0.0726894361954738,2017,0.0811729886757981,2017,,,0.13,2019,38.801997,"2015-2020",140,2017,"23.41096","23.10362","23.75522","2018",0.531,2019,"18.3",2018,24.9,2017,2.50755000114441,2019,44.8681488037109,2019,56.6421,2017,18.75894,2017,"2","The country has developed and adopted a national strategy for youth employment",2020,19.45309,2017,23.81709,2017,"31.0",2018,0.640776699029126,2018,1.44,2019,"No",0,2021,0.549206349206349,2018,0.266666666666667,2018,2.08,2020,6.1,2021,0.177777777777778,2018,0.655737704918033,2018,0.000866005834129081,"2020",5.51632430705703,2019,8.7046071704559,2019
608,"63",2019,"53",2019,"100",2019,"90",2019,"38.383838383838381","52.777777777777779",20.2,2017,17.6,2003,0.843214962322852,2017,0.679687366848976,2003,0.169435824477144,2017,0.1625049772549,2003,53.4,2017,0.36,2019,54.1539936,"2015-2020",121,2017,"78.3215","83.44009","73.93855","2018",0.451,2019,"16.5",2017,16.9,2017,3.23436999320984,2019,89.765266418457,2019,86.21169,2017,74.39855,2017,"3","The country has operationalized a national strategy for youth employment",2020,29.52531,2017,41.38346,2017,"18.8",2019,0.431512563202133,2019,2.74,2019,"Draft",0.5,2021,0.639178184556221,2019,0.238001829621574,2019,,,5.6,2021,0.17653282081259,2019,0.91538610507038,2019,0.00000125104931761515,"2020",8.49829720921532,2019,3.52936078903916,2019
498,"88",2019,"67",2019,,,"84",2019,"73.504273504273499","24.786324786324787",,,,,0.897166937941344,2005,0.844198934818941,2005,0.386498583824764,2005,0.181483636327991,2005,54,2005,0.3,2019,22.415010144,"2015-2020",19,2017,"64.59719","69.62907","59.48877","2012",0.11,2019,"12.2",2012,28.8,2005,6.10457992553711,2019,108.461067199707,2020,97.22317,2017,93.20826,2017,"2","The country has developed and adopted a national strategy for youth employment",2020,46.13919,2017,50.87322,2017,"28.3",2018,,,0.01,2019,"Yes",1,2021,,,,,5,2020,2.9,2021,,,,,0.000571313618990143,"2020",2.17365177889898,2019,5.95091330032576,2019
670,"72",2019,"93",2019,"100",2019,"70",2019,,,,,,,,,,,,,,,,,,,49.019989018,"2015-2020",68,2017,,,,,,,,,,,5.69377994537354,2018,107.226409912109,2018,,,,,,,,,,,,,,,,,,"Unclear",,2021,,,,,,,2.3,2021,,,,,0,"2020",18.7677264490615,2019,2.94163572980589,2019
678,"50",2019,"0",2019,"50",2019,"100",2019,"81.25","17.647058823529413",42.6,2008,43.4,2008,0.646874564421057,2008,0.484393967720355,2008,0.109575070983222,2008,0.119126262282898,2008,49.1,2008,,,94.609977,"2015-2020",130,2017,"8.39481","10.53756","5.97122","2014",,,"28.0",2019,35.1,2008,5.92154979705811,2019,89.3381195068359,2017,,,,,"2","The country has developed and adopted a national strategy for youth employment",2020,,,,,,,,,,,"No",0,2021,,,,,,,2.5,2021,,,,,0,"2020",5.46319757733477,2019,1.39016831355581,2019
688,"79",2019,"100",2019,"50",2019,"100",2019,,,,,,,,,,,,,,,,,0.01,2019,14.706013608,"2015-2020",12,2017,"75.83913","82.04211","69.94491","2014",0.18,2019,"5.5",2019,,,3.61922001838684,2019,92.2411727905273,2020,99.07846,2017,95.70671,2017,"3","The country has operationalized a national strategy for youth employment",2020,55.72304,2017,75.58149,2017,"15.7",2019,0.311827956989247,2017,0.03,2019,"Yes",1,2021,0.605263157894737,2017,0.114035087719298,2017,,,3.2,2021,0.254385964912281,2017,0.545454545454545,2017,0.00520424162266265,"2020",1.20944114835117,2019,3.47765775438764,2019
694,"63",2019,"100",2019,"0",2019,"75",2019,"45.185185185185183","8.8888888888888893",28.7,2019,27.7,2019,0.951614034608779,2019,0.843362339824938,2019,0.332033409658739,2019,0.0975945086221375,2019,57.7,2019,1.19,2019,112.82800116,"2015-2020",1120,2017,"18.9234","14.77479","24.58051","2017",0.409,2019,"29.6",2019,57.8,2019,9.26146984100342,2020,41.7963218688965,2017,48.44801,2017,15.47657,2017,"1","The country is in the process of developing a national strategy for youth employment",2020,21.33517,2017,20.47696,2017,"10.1",2014,,,53.45,2019,"Yes",1,2021,,,,,,,5.3,2021,,,,,0.000589636799739599,"2020",1.74216601992763,2019,3.2917653016005,2019
710,"94",2019,"85",2019,"100",2019,"100",2019,,,,,,,0.845559741953081,2016,0.617493321670468,2016,0.292707120792582,2016,0.0742460293311176,2016,76.5,2016,7.93,2019,67.907979634,"2015-2020",119,2017,"48.52257","51.79554","44.99551","2016",0.21,2019,"3.6",2016,16,2016,6.83613014221191,2020,102.556663513184,2019,81.1765,2017,58.81405,2017,"3","The country has operationalized a national strategy for youth employment",2020,67.16166,2017,69.25934,2017,"32.5",2019,,,7.42,2019,"Yes",1,2021,0.479638456547917,2013,0.217345724413798,2013,4.71,2020,4.7,2021,0.201052710075643,2013,0.590742956348289,2013,0.0000146354368959364,"2020",26.7782910236576,2019,7.18972452681104,2019
728,"25",2019,"7",2019,"44",2019,"0",2019,"42.592592592592588","48.148148148148145",,,,,,,,,,,,,,,2.1,2019,62.040005846,"2015-2020",1150,2017,"5.51466","3.05878","9.59667","2010",0.232,2019,"51.5",2010,,,1.54390001296997,2016,11.0099897384644,2015,32.33331,2017,5.819171,2017,,,,9.483377,2017,7.158798,2017,,,,,,,"Unclear",,2021,,,,,,,8.4,2021,,,,,0.257890148888778,"2020",8.59432557102011,2019,2.45603090211051,2019
144,"63",2019,"100",2019,"100",2019,"100",2019,"58.119658119658119","56.349206349206341",,,,,0.916200666320106,1987,,,0.36699165733585,1987,,,,,0,2019,20.925996784,"2015-2020",36,2017,"25.03406","29.68991","20.03078","2006",0.286,2019,"9.8",2016,,,2.13539004325867,2018,100.335220336914,2018,84.32283,2017,50.15553,2017,"2","The country has developed and adopted a national strategy for youth employment",2020,81.49732,2017,74.5398,2017,"24.2",2018,,,0.53,2019,"Yes",1,2021,,,,,,,3.8,2021,,,,,0.000213797139706668,"2020",2.87380291548569,2019,14.1913146242574,2019
275,"57",2019,"85",2019,"0",2019,"75",2019,"46.666666666666664","30.37037037037037",,,,,,,,,,,,,,,,,52.766026236,"2015-2020",27,2017,"62.15511","72.6894","52.13636","2014",0.594,2019,"13.4",2020,,,5.31887006759644,2018,91.0272903442383,2020,80.01355,2017,60.99529,2017,,,,21.33416,2017,31.42436,2017,"33.4",2019,,,0.28,2019,"No",0,2021,0.722943722943723,2013,0.13135593220339,2013,,,4.3,2021,0.342105263157895,2013,0.459574468085106,2013,0.00296859112392769,"2020",6.5459170864246,2019,2.07587888415039,2019
729,"77",2019,"45",2019,"0",2019,"75",2019,,,,,,,,,,,,,,,,,0.09,2019,63.99302784,"2015-2020",295,2017,"30.67521","27.99473","33.55691","2014",,,"34.2",2014,,,,,45.8641891479492,2018,,,,,,,,15.09,2014,16.88068,2014,"32.8",2011,,,5.97,2019,"No",0,2021,,,,,,,6.4,2021,,,,,0.020572099830775,"2020",1.69660347438765,2019,4.74778161947264,2019
740,"40",2019,"20",2019,"0",2019,"90",2019,,,,,,,,,,,,,,,,,0.35,2019,61.655008696,"2015-2020",120,2017,"24.79565","27.78089","21.54975","2010",,,"36.0",2018,,,7.23706007003784,2019,82.2636337280273,2018,,,,,,,,,,,,"14.7",2016,,,10,2019,"Yes",1,2021,,,,,9.8,2020,3.3,2021,,,,,0,"2020",7.89812345198602,2019,14.6334135261458,2019
752,"100",2019,"100",2019,"100",2019,"100",2019,,,,,,,,,,,,,,,,,,,5.075993,"2015-2020",4,2017,"92.67","93.75","91.63","2014",0.162,2019,,,,,7.64084005355835,2018,146.246322631836,2019,100,2017,100,2017,,,,99.53523,2017,100,2017,"5.5",2019,,,,,"Yes",1,2021,0.837696663428805,2011,0.114597335218683,2011,9.42,2020,1.4,2021,0.701950104909044,2011,0.776936252216267,2011,0,"2020",1.03744394194605,2019,6.48849589339609,2019
756,"75",2019,"100",2019,"100",2019,"100",2019,,,,,,,,,,,,,,,,,,,2.763,"2015-2020",5,2017,"79.2","77.02","81.67","2014",0.065,2019,,,,,4.86093997955322,2018,102.340782165527,2019,92.53268,2017,98.56571,2017,,,,95.19681,2017,99.64203,2017,"6.2",2019,,,,,"Yes",1,2021,,,,,4,2020,1.4,2021,,,,,0,"2020",0.461779235517769,2019,5.47650492478509,2019
760,"59",2019,"93",2019,"94",2019,"75",2019,,,,,,,,,,,,,,,,,0,2019,38.591973264,"2015-2020",31,2017,"28.49668","30.87027","26.61485","2006",,,"13.3",2006,,,,,52.5315589904785,2013,,,,,,,,23.18791,2011,23.55226,2011,,,,,31.97,2019,"Unclear",,2021,,,,,,,7.1,2021,,,,,0.405087100266714,"2020",2.0087872604122,2019,1.53759529570783,2019
768,"88",2019,"100",2019,"0",2019,"75",2019,"82.828282828282838","23.333333333333332",23.3,2013,31.6,2013,0.769468499190241,2013,0.617628536889315,2013,0.406408906134533,2013,0.250175154116481,2013,40.5,2013,0.81,2019,89.09095743,"2015-2020",396,2017,"15.00666","10.00675","20.52783","2014",0.62,2019,"24.8",2017,27.5,2013,4.96937990188599,2019,61.8457298278809,2017,63.52715,2017,23.0879,2017,,,,46.88345,2017,43.65388,2017,"25.1",2017,,,42.91,2019,"Yes",1,2021,,,,,,,4.9,2021,,,,,0.000519258509251297,"2020",5.8931441478619,2019,3.65796745222943,2019
780,"34",2019,"0",2019,"100",2019,"20",2019,,,,,,,0.890056022408964,1987,,,0.1541695865452,1987,,,,,0.05,2019,30.089984394,"2015-2020",67,2017,"85.15","88.04","82.33","2011",0.285,2019,"11.2",2011,,,3.56123995780945,2019,,,95.32158,2017,94.0451,2017,,,,76.79394,2017,84.40693,2017,"52.1",2013,,,0.08,2019,"Yes",1,2021,0.708029197080292,2010,0.195652173913043,2010,0,2020,2.6,2021,0.28695652173913,2010,0.340579710144928,2010,0.0000446767636152437,"2020",23.4252363174062,2019,7.77683011023701,2019
792,"75",2019,"85",2019,,,"70",2019,,,,,,,0.8663164194789,2013,0.916351059627366,1998,0.146452198025154,2013,,,46,2013,,,26.5590208,"2015-2020",17,2017,"55.87489","56.87551","54.98031","2014",0.2,2019,"14.7",2018,,,4.29460000991821,2018,104.115081787109,2019,92.69885,2017,84.76536,2017,"2","The country has developed and adopted a national strategy for youth employment",2020,66.69547,2017,72.18505,2017,"26.0",2019,0.440111420612813,2018,0.01,2019,"Yes",1,2021,0.888888888888889,2018,0.029810298102981,2018,1.33,2020,4.9,2021,0.127371273712737,2018,0.603351955307263,2018,0.00074681902118459,"2020",1.63221071580182,2019,2.52223789402626,2019
804,"86",2019,"100",2019,"100",2019,"75",2019,"51.388888888888886","36.111111111111107",14.4,2007,19.9,2007,0.88623413259577,2007,0.729417865235197,2007,0.482003750520339,2007,0.252805058997611,2007,73.1,2007,0.31,2019,23.71098874,"2015-2020",19,2017,"95.28717","95.0322","95.52472","2013",0.287,2019,"9.1",2012,11,2007,5.43965005874634,2019,95.999267578125,2014,98.03237,2017,86.39749,2017,"2","The country has developed and adopted a national strategy for youth employment",2020,70.76289,2017,68.35231,2017,"16.5",2017,0.484885750450645,2020,0,2019,"Yes",1,2021,0.685941736653692,2020,0.0925883313950865,2020,7.09,2020,4.6,2021,0.171265247784526,2020,0.494361865371264,2020,0.000124065298170267,"2020",6.03850097950055,2019,19.5581443963286,2019
826,"75",2019,"100",2019,"100",2019,"100",2019,,,,,,,,,,,,,,,,,,,13.37,"2015-2020",7,2017,"82.77","85.29","80.23","2014",0.067,2019,"0.1",2020,,,5.23890018463135,2018,118.736289978027,2019,100,2017,97.94781,2017,"3","The country has operationalized a national strategy for youth employment",2020,90.7775,2017,98.53424,2017,"10.5",2019,,,,,"Yes",1,2021,,,,,3.69,2020,2.2,2021,,,,,0,"2020",0.454809186551484,2019,4.24241442710089,2019
858,"96",2019,"100",2019,"100",2019,"100",2019,,,,,,,,,,,,,,,,,,,58.726998,"2015-2020",17,2017,"40.35","46.82","34.33","2018",0.228,2019,"24.6",2013,,,4.68332004547119,2019,123.00382232666,2019,95.54943,2017,91.10945,2017,"3","The country has operationalized a national strategy for youth employment",2020,58.14776,2017,65.37617,2017,"18.7",2019,,,0.01,2019,"Yes",1,2021,0.666666666666667,2011,0.0555555555555556,2011,1.01,2020,1.8,2021,0.203252032520325,2011,0.632352941176471,2011,0,"2020",7.09823192301669,2019,11.8280364853858,2019
704,"38",2019,"52",2019,"50",2019,"75",2019,"51.851851851851855","43.703703703703702",42.3,2005,50.3,2005,0.94983587414231,2002,,,0.379741198089743,2002,,,,,0.06,2019,30.929009832,"2015-2020",43,2017,"55.10667","60.42453","50.08307","2014",0.138,2019,"10.6",2014,,,4.06197023391724,2019,,,88.12728,2017,76.11625,2017,"2","The country has developed and adopted a national strategy for youth employment",2020,39.42516,2017,27.26117,2017,"14.4",2019,0.934010152284264,2020,3.57,2019,"Yes",1,2021,0.365482233502538,2020,0.0862944162436548,2020,1.81,2020,3.8,2021,0.0253807106598985,2020,0.918781725888325,2020,0.0000247716631891853,"2020",1.40873955456869,2019,4.70568296253075,2019
887,"56",2019,"100",2019,"0",2019,"75",2019,,,,,,,0.930422386109278,2013,,,,,,,39,2013,0.02,2019,60.352018808,"2015-2020",164,2017,"30.60272","24.03909","37.33147","2013",0.758,2019,"31.9",2013,,,,,51.580680847168,2016,,,,,"1","The country is in the process of developing a national strategy for youth employment",2020,3.223845,2014,11.30616,2014,"44.8",2014,,,45.34,2019,"Yes",1,2021,0.527777777777778,2014,0.075,2014,0,2020,8.2,2021,0.216783216783217,2014,0.454054054054054,2014,0.199093619045428,"2020",2.3812794554308,2019,3.63231267065839,2019
894,"88",2019,"78",2019,"100",2019,"100",2019,"46.296296296296298","53.703703703703695",42.6,2018,40.6,2018,0.833404169693048,2018,0.599945129405503,2018,0.173350356624566,2018,0.0841825299830318,2018,60.5,2018,6.06,2019,120.11199311,"2015-2020",213,2017,"28.49827","23.55858","34.61727","2013",0.418,2019,"29.0",2018,31.1,2018,4.46517992019653,2019,,,63.19166,2017,30.59592,2017,"2","The country has developed and adopted a national strategy for youth employment",2020,46.98399,2017,47.2582,2017,"43.1",2018,,,58.58,2019,"Yes",1,2021,,,,,1.22,2020,4.3,2021,,,,,0.0000124228504449573,"2020",7.95183424266818,2019,4.42228494368236,2019
12,,,,,,,,,,,,,,,,,,,,,,,,,0.04,2019,10.070978,"2015-2020",112,2017,"29.42439","37.18742","21.94487","2013",0.613,2019,"3.8",2019,,,6.10035991668701,2019,99.6143493652344,2011,89.48025,2017,69.20241,2017,,,,39.69478,2017,45.71505,2017,"21.0",2017,,,0.09,2019,"No",0,2021,0.418300653594771,2014,0.0311526479750779,2014,,,4,2021,0.231481481481481,2014,0.700315457413249,2014,0.0000466082191201023,"2020",1.24507076475081,2019,3.35283187264497,2019
16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021,,,,,,,,,,,,,,,5.19155007526895,2019,8.00930210533157,2019
20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.15060997009277,2019,,,,,,,,,,,,,,,,0.48314606741573,2018,,,"Yes",1,2021,0.483516483516484,2018,0.142857142857143,2018,3.57,2020,,,0.615384615384615,2018,0.912087912087912,2018,,,0.3383564238879,2019,3.18661731523755,2019
660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021,,,,,,,,,,,,,,,,,,
28,,,"33",2019,"0",2019,"75",2019,,,,,,,,,,,,,,,,,,,42.782,"2015-2020",42,2017,,,,,,,,,,,3.32161998748779,2020,111.19603729248,2018,,,,,,,,,,,,,,,,,,"Yes",1,2021,,,,,,,2.1,2021,,,,,,,5.84743730789534,2019,1.90256730802174,2019
32,,,,,,,,,,,,,,,,,,,,,,,,,0.16,2019,62.78200488,"2015-2020",39,2017,"54.98767","60.50624","49.43295","2010",0.071,2019,,,,,4.80237007141113,2019,108.230842590332,2019,87.94757,2017,85.0132,2017,"0","The country has not developed any national strategy for youth employment or taken steps to develop or adopt one",2020,42.80008,2017,48.96108,2017,"19.2",2019,0.182456098171736,2017,0.1,2019,"No",0,2021,0.779006718783051,2017,0.0908013226135905,2017,1.95,2020,3.1,2021,0.201109288152923,2017,0.478529980190349,2017,0.00000280481961503851,"2020",7.53956271690845,2019,11.4050035314582,2019
533,,,,,,,,,,,,,,,,,,,,,,,,,,,22.673992,"2015-2020",,,,,,,,,,,,,5.4913501739502,2016,111.159767150879,2012,,,,,,,,,,,,,,,,,,,,2021,,,,,,,,,,,,,,,,,,
36,,,"93",2019,"0",2019,"75",2019,,,,,,,,,,,,,,,,,0.02,2019,11.714986864,"2015-2020",6,2017,"85.02","88.75","81.47","2010",0.236,2019,,,,,5.10789012908936,2018,140.646041870117,2019,98.43697,2017,98.7086,2017,"3","The country has operationalized a national strategy for youth employment",2020,100,2017,100,2017,"8.9",2017,0.739564225843622,2018,,,"Yes",1,2021,0.784813721484816,2018,0.218616760620591,2018,0,2020,2.3,2021,0.759890147789075,2018,0.700176743964849,2018,0.00000267120129799013,"2020",0.973704119550222,2019,8.40591256864636,2019
40,,,,,,,,,,,,,,,,,,,,,,,,,,,7.34000708,"2015-2020",5,2017,"88.32","88.78","87.97","2014",0.121,2019,,,,,5.22535991668701,2018,100.193702697754,2019,99.04605,2017,94.6224,2017,,,,95.76495,2017,98.66782,2017,"7.1",2019,,,,,"Yes",1,2021,,,,,7.65,2020,1.7,2021,,,,,0,"2020",0.52055437572586,2019,6.61366835171275,2019
31,,,,,,,,,,,4.8,2006,5.3,2006,0.501725670441144,2006,0.221341946921984,2006,0.154168558881962,2006,0.0431708800183034,2006,17,2006,0.06,2019,55.83800835,"2015-2020",26,2017,"74.95235","71.33772","78.94862","2006",0.214,2019,"11",2011,10.3,2006,2.68108010292053,2019,94.0934371948242,2020,81.93651,2017,70.37687,2017,"2","The country has developed and adopted a national strategy for youth employment",2020,17.00546,2017,30.16317,2017,,,,,0.01,2019,"Yes",1,2021,0.431030242282311,2011,0.0324372485416565,2011,,,5.8,2021,0.073733253516643,2011,0.746849439348577,2011,0.0148138373514196,"2020",3.24981639432001,2019,2.629646187436,2019
44,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0009952,"2015-2020",70,2017,,,,,,,,,,,2.51087999343872,2020,76.8948211669922,2013,,,,,"2","The country has developed and adopted a national strategy for youth employment",2020,,,,,,,,,0,2019,"Draft",0.5,2021,,,,,,,2.3,2021,,,,,0.00155351871990057,"2020",27.6795563971265,2019,1.5804573598015,2019
48,,,,,,,,,,,,,,,,,,,,,,,,,,,13.367997964,"2015-2020",14,2017,,,,,,,,,,,2.32452011108398,2017,97.112419128418,2019,99.28374,2017,96.92401,2017,,,,77.05422,2017,88.46547,2017,,,,,,,"Unclear",,2021,,,,,2.5,2020,1.2,2021,,,,,0.000220159248523098,"2020",1.6536586299393,2019,3.62329118657897,2019
